Open,High,Low,Close,Volume,Date
2383.79,2389.78,2328.46,2353.06,15586.78696,2024-09-17
2353.06,2361.4,2328.79,2341.79,6982.14472,2024-09-17
2341.79,2341.8,2310,2334.79,11054.43558,2024-09-18
2334.79,2336.24,2312.63,2330,9125.87089,2024-09-18
2330,2330.01,2277.43,2300.6,10308.85271,2024-09-18
2300.6,2318,2288.33,2296,11006.1505,2024-09-18
2296,2363.9,2288.33,2314.69,26624.41219,2024-09-18
2314.69,2376.12,2290.16,2374.61,13364.89562,2024-09-18
2374.61,2412.69,2372.8,2403.69,20952.89716,2024-09-19
2403.69,2442.45,2399.7,2437.72,15175.12524,2024-09-19
2437.72,2442.1,2423.6,2435.34,13359.31198,2024-09-19
2435.34,2452.8,2421.19,2440,15566.8667,2024-09-19
2440,2494.25,2433.61,2460.65,15183.31087,2024-09-19
2460.65,2478.8,2452.83,2465.2,8378.44897,2024-09-19
